Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        3451,    20190,  55.04,-58.0, 1.89,-85.7, 95.6,  7.2,       20190,    5.7,  55.04,-33.446349,153.654970,-58.0,  221.4,          PiTiUi  
        3452,    20196,  54.99,-58.0, 1.89,-85.7, 95.2,  7.4,       20196,    5.8,  54.99,-33.446348,153.654890,-58.0,  221.5,                  
        3453,    20202,  54.94,-58.0, 1.90,-85.7, 94.8,  7.5,       20202,    6.0,  54.94,-33.446347,153.654808,-58.0,  221.7,                  
        3454,    20208,  54.88,-58.0, 1.90,-85.7, 94.3,  7.6,       20208,    6.1,  54.88,-33.446347,153.654723,-58.0,  221.8,  d v     PiTiUi  
        3455,    20214,  54.83,-58.0, 1.90,-85.7, 93.8,  7.8,       20214,    6.2,  54.83,-33.446346,153.654636,-58.0,  222.0,          PiTiUi  
        3456,    20220,  54.77,-58.0, 1.90,-85.7, 93.3,  7.9,       20220,    6.1,  54.77,-33.446345,153.654546,-58.0,  222.1,                  
        3457,    20226,  54.72,-58.0, 1.90,-85.7, 92.8,  8.1,       20226,    5.9,  54.72,-33.446342,153.654455,-58.0,  222.2,                  
        3458,    20232,  54.68,-58.0, 1.90,-85.7, 92.2,  8.2,       20232,    5.7,  54.68,-33.446338,153.654361,-58.0,  222.3,                  
        3459,    20237,  54.62,-58.0, 1.90,-85.7, 91.6,  8.4,       20237,    5.7,  54.62,-33.446336,153.654264,-58.0,  222.4,                  
        3460,    20243,  54.57,-58.1, 1.90,-85.7, 91.2,  8.5,       20243,    5.8,  54.57,-33.446335,153.654165,-58.1,  222.5,                  
        3461,    20249,  54.52,-58.1, 1.90,-85.7, 90.8,  8.6,       20249,    5.9,  54.52,-33.446334,153.654064,-58.1,  222.6,          PiTiUi  
        3462,    20255,  54.47,-58.1, 1.90,-85.7, 90.4,  8.7,       20255,    6.0,  54.47,-33.446334,153.653964,-58.1,  222.8,                  
        3463,    20261,  54.42,-58.1, 1.90,-85.7, 90.1,  8.8,       20261,    6.1,  54.42,-33.446335,153.653867,-58.1,  222.9,                  
        3464,    20267,  54.37,-58.0, 1.90,-85.7, 89.7,  8.9,       20267,    6.2,  54.37,-33.446339,153.653772,-58.0,  223.1,                  
        3465,    20274,  54.31,-58.0, 1.90,-85.7, 89.4,  9.0,       20274,    6.2,  54.31,-33.446345,153.653678,-58.0,  223.2,          PiTiUi  
        3466,    20280,  54.26,-58.0, 1.90,-85.7, 89.2,  9.1,       20280,    6.1,  54.26,-33.446352,153.653586,-58.0,  223.4,                  
        3467,    20286,  54.21,-58.0, 1.89,-85.7, 89.0,  9.1,       20286,    6.0,  54.21,-33.446357,153.653494,-58.0,  223.5,          PiTiUi  
        3468,    20292,  54.16,-58.0, 1.89,-85.7, 88.7,  9.2,       20292,    5.9,  54.16,-33.446362,153.653402,-58.0,  223.7,                  
        3469,    20297,  54.10,-58.0, 1.89,-85.7, 88.5,  9.3,       20298,    5.8,  54.10,-33.446367,153.653306,-58.0,  223.8,                  
        3470,    20303,  54.06,-58.0, 1.89,-85.7, 88.2,  9.3,       20303,    5.5,  54.06,-33.446371,153.653206,-58.0,  223.9,          Pi      
        3471,    20308,  54.01,-58.1, 1.89,-85.8, 88.0,  9.4,       20308,    5.4,  54.01,-33.446373,153.653100,-58.1,  224.0,          Pi      
        3472,    20314,  53.97,-58.1, 1.89,-85.8, 87.8,  9.4,       20314,    5.5,  53.97,-33.446373,153.652989,-58.1,  224.1,                  
        3473,    20320,  53.92,-58.1, 1.89,-85.8, 87.6,  9.5,       20320,    5.7,  53.92,-33.446372,153.652871,-58.1,  224.2,                  
        3474,    20325,  53.87,-58.1, 1.89,-85.8, 87.4,  9.5,       20325,    5.9,  53.87,-33.446370,153.652749,-58.1,  224.3,          PiTiUi  
        3475,    20332,  53.82,-58.1, 1.89,-85.8, 87.2,  9.5,       20331,    6.1,  53.82,-33.446370,153.652623,-58.1,  224.3,                  
        3476,    20338,  53.76,-58.1, 1.89,-85.8, 87.1,  9.5,       20338,    6.2,  53.76,-33.446374,153.652496,-58.1,  224.4,                  
        3477,    20344,  53.71,-58.2, 1.89,-85.8, 86.9,  9.5,       20344,    6.1,  53.71,-33.446382,153.652371,-58.2,  224.5,          PiTiUi  
        3478,    20350,  53.66,-58.2, 1.89,-85.8, 86.8,  9.5,       20350,    6.1,  53.66,-33.446393,153.652248,-58.2,  224.6,          Pi      
        3479,    20356,  53.61,-58.2, 1.90,-85.8, 86.6,  9.5,       20356,    6.0,  53.61,-33.446407,153.652128,-58.2,  224.7,          PiTiUi  
        3480,    20362,  53.56,-58.2, 1.90,-85.8, 86.5,  9.5,       20362,    6.0,  53.56,-33.446421,153.652012,-58.2,  224.9,                  
        3481,    20368,  53.50,-58.2, 1.90,-85.8, 86.4,  9.5,       20368,    5.9,  53.50,-33.446436,153.651900,-58.2,  225.0,                  
        3482,    20374,  53.46,-58.2, 1.91,-85.8, 86.3,  9.5,       20374,    5.9,  53.46,-33.446448,153.651790,-58.2,  225.2,                  
        3483,    20380,  53.41,-58.2, 1.92,-85.8, 86.2,  9.5,       20380,    5.9,  53.41,-33.446459,153.651682,-58.2,  225.3,          PiTiUi  
        3484,    20385,  53.36,-58.2, 1.92,-85.7, 86.1,  9.4,       20385,    5.9,  53.36,-33.446468,153.651575,-58.2,  225.4,          Pi      
        3485,    20391,  53.31,-58.2, 1.93,-85.7, 86.1,  9.4,       20391,    5.8,  53.31,-33.446474,153.651468,-58.2,  225.5,                  
        3486,    20397,  53.26,-58.2, 1.94,-85.7, 86.0,  9.4,       20397,    5.7,  53.26,-33.446478,153.651360,-58.2,  225.6,          PiTiUi  
        3487,    20403,  53.21,-58.3, 1.95,-85.7, 86.0,  9.3,       20403,    5.7,  53.21,-33.446480,153.651252,-58.3,  225.7,          PiTiUi  
        3488,    20408,  53.16,-58.3, 1.95,-85.7, 85.9,  9.3,       20408,    5.7,  53.16,-33.446482,153.651147,-58.3,  225.7,          PiTiUi  
        3489,    20414,  53.11,-58.3, 1.96,-85.7, 85.9,  9.3,       20414,    5.8,  53.11,-33.446486,153.651046,-58.3,  225.8,                  
        3490,    20420,  53.06,-58.3, 1.97,-85.7, 85.9,  9.2,       20420,    6.0,  53.06,-33.446493,153.650951,-58.3,  225.9,                  
        3491,    20426,  53.01,-58.4, 1.98,-85.7, 85.9,  9.2,       20426,    6.1,  53.01,-33.446503,153.650863,-58.4,  225.9,                  
        3492,    20433,  52.96,-58.4, 1.99,-85.7, 85.8,  9.1,       20432,    6.2,  52.96,-33.446515,153.650782,-58.4,  226.0,          Pi      
        3493,    20439,  52.91,-58.4, 1.99,-85.7, 85.8,  9.1,       20439,    6.2,  52.91,-33.446529,153.650706,-58.4,  226.0,                  
        3494,    20445,  52.85,-58.5, 2.00,-85.7, 85.8,  9.1,       20445,    6.2,  52.85,-33.446543,153.650633,-58.5,  226.1,          PiTiUi  
        3495,    20451,  52.80,-58.5, 2.00,-85.7, 85.8,  9.1,       20451,    6.0,  52.80,-33.446554,153.650560,-58.5,  226.2,                  
        3496,    20457,  52.75,-58.5, 2.01,-85.8, 85.8,  9.1,       20457,    5.8,  52.75,-33.446561,153.650485,-58.5,  226.2,          PiTiUi  
        3497,    20462,  52.71,-58.6, 2.01,-85.8, 85.8,  9.0,       20462,    5.7,  52.71,-33.446564,153.650407,-58.6,  226.3,                  
        3498,    20468,  52.66,-58.6, 2.01,-85.8, 85.8,  9.0,       20468,    5.7,  52.66,-33.446564,153.650323,-58.6,  226.3,          PiTiUi  
        3499,    20474,  52.61,-58.6, 2.02,-85.8, 85.8,  9.0,       20474,    5.8,  52.61,-33.446561,153.650236,-58.6,  226.4,                  
        3500,    20480,  52.56,-58.7, 2.02,-85.8, 85.8,  9.0,       20480,    6.0,  52.56,-33.446554,153.650148,-58.7,  226.5,          PiTiUi  
        3501,    20486,  52.51,-58.7, 2.02,-85.9, 85.8,  9.0,       20486,    6.1,  52.51,-33.446545,153.650060,-58.7,  226.5,          PiTiUi  
        3502,    20492,  52.45,-58.7, 2.01,-85.9, 85.8,  9.0,       20492,    6.1,  52.45,-33.446535,153.649973,-58.7,  226.6,                  
        3503,    20498,  52.41,-58.7, 2.01,-85.9, 85.8,  8.9,       20498,    6.1,  52.41,-33.446527,153.649888,-58.7,  226.7,                  
        3504,    20504,  52.36,-58.8, 2.01,-85.9, 85.8,  8.9,       20504,    6.0,  52.36,-33.446521,153.649806,-58.8,  226.8,                  
        3505,    20511,  52.30,-58.8, 2.00,-86.0, 85.9,  8.9,       20511,    6.1,  52.30,-33.446516,153.649727,-58.8,  226.9,                  
        3506,    20517,  52.25,-58.8, 2.00,-86.0, 85.9,  9.0,       20517,    6.1,  52.25,-33.446512,153.649647,-58.8,  226.9,                  
        3507,    20523,  52.20,-58.8, 1.99,-86.0, 85.9,  9.0,       20523,    6.2,  52.20,-33.446513,153.649563,-58.8,  227.1,                  
        3508,    20529,  52.15,-58.8, 1.98,-86.0, 85.9,  9.0,       20529,    6.3,  52.15,-33.446518,153.649472,-58.8,  227.2,          Pi      
        3509,    20535,  52.10,-58.8, 1.97,-86.0, 85.9,  9.0,       20536,    6.3,  52.10,-33.446527,153.649376,-58.8,  227.4,          PiTiUi  
        3510,    20542,  52.04,-58.7, 1.97,-86.0, 86.0,  9.0,       20542,    6.3,  52.04,-33.446541,153.649275,-58.7,  227.7,                  
        3511,    20548,  51.99,-58.7, 1.96,-86.0, 86.0,  9.1,       20548,    6.2,  51.99,-33.446557,153.649171,-58.7,  228.0,          PiTiUi  
        3512,    20554,  51.94,-58.6, 1.95,-86.0, 86.0,  9.1,       20554,    6.1,  51.94,-33.446577,153.649064,-58.6,  228.3,                  
        3513,    20560,  51.89,-58.6, 1.94,-86.0, 86.0,  9.1,       20560,    6.0,  51.89,-33.446599,153.648957,-58.6,  228.6,                  
        3514,    20566,  51.84,-58.5, 1.94,-85.9, 86.1,  9.2,       20566,    5.8,  51.84,-33.446620,153.648851,-58.5,  228.8,          Pi      
        3515,    20572,  51.80,-58.4, 1.93,-85.9, 86.1,  9.2,       20572,    5.7,  51.80,-33.446641,153.648747,-58.4,  229.1,          PiTiUi  
        3516,    20577,  51.75,-58.4, 1.92,-85.9, 86.2,  9.3,       20577,    5.7,  51.75,-33.446661,153.648644,-58.4,  229.3,          PiTiUi  
        3517,    20583,  51.70,-58.4, 1.91,-85.9, 86.2,  9.3,       20583,    5.7,  51.70,-33.446679,153.648543,-58.4,  229.5,                  
        3518,    20589,  51.66,-58.3, 1.91,-85.9, 86.2,  9.3,       20589,    5.8,  51.66,-33.446695,153.648443,-58.3,  229.8,          PiTiUi  
        3519,    20595,  51.61,-58.3, 1.90,-85.9, 86.2,  9.4,       20595,    5.9,  51.61,-33.446708,153.648345,-58.3,  230.0,                  
        3520,    20601,  51.56,-58.3, 1.89,-85.9, 86.3,  9.4,       20601,    6.0,  51.56,-33.446718,153.648248,-58.3,  230.2,          PiTiUi  
        3521,    20607,  51.51,-58.2, 1.89,-85.9, 86.3,  9.4,       20607,    6.1,  51.51,-33.446726,153.648152,-58.2,  230.3,                  
        3522,    20613,  51.46,-58.2, 1.88,-85.9, 86.3,  9.5,       20613,    6.1,  51.46,-33.446734,153.648053,-58.2,  230.5,          PiTiUi  
        3523,    20619,  51.41,-58.2, 1.87,-85.9, 86.3,  9.5,       20619,    6.1,  51.41,-33.446743,153.647953,-58.2,  230.7,                  
        3524,    20625,  51.36,-58.2, 1.87,-85.9, 86.3,  9.6,       20625,    6.2,  51.36,-33.446753,153.647850,-58.2,  230.8,          PiTiUi  
        3525,    20631,  51.31,-58.2, 1.86,-86.0, 86.4,  9.6,       20631,    6.2,  51.31,-33.446763,153.647745,-58.2,  231.0,          PiTiUi  
        3526,    20638,  51.26,-58.2, 1.86,-86.0, 86.4,  9.7,       20638,    6.2,  51.26,-33.446771,153.647637,-58.2,  231.1,                  
        3527,    20644,  51.21,-58.2, 1.85,-86.0, 86.4,  9.8,       20644,    6.2,  51.21,-33.446774,153.647526,-58.2,  231.3,                  
        3528,    20650,  51.16,-58.2, 1.85,-86.0, 86.4,  9.9,       20650,    6.2,  51.16,-33.446773,153.647413,-58.2,  231.4,                  
        3529,    20656,  51.11,-58.2, 1.84,-86.0, 86.3, 10.0,       20656,    6.2,  51.11,-33.446764,153.647301,-58.2,  231.6,                  
        3530,    20662,  51.06,-58.2, 1.84,-86.0, 86.3, 10.1,       20662,    6.1,  51.06,-33.446752,153.647194,-58.2,  231.7,                  
        3531,    20668,  51.01,-58.2, 1.84,-86.0, 86.3, 10.2,       20668,    5.9,  51.01,-33.446739,153.647091,-58.2,  231.8,                  
        3532,    20674,  50.96,-58.2, 1.84,-86.0, 86.2, 10.2,       20674,    5.8,  50.96,-33.446729,153.646991,-58.2,  232.0,          Pi      
        3533,    20680,  50.92,-58.2, 1.84,-86.0, 86.1, 10.3,       20680,    5.9,  50.92,-33.446726,153.646894,-58.2,  232.1,                  
        3534,    20686,  50.86,-58.2, 1.84,-86.0, 86.0, 10.4,       20686,    6.1,  50.86,-33.446730,153.646800,-58.2,  232.3,          PiTiUiWi
        3535,    20692,  50.81,-58.2, 1.84,-86.0, 85.9, 10.5,       20692,    6.2,  50.81,-33.446740,153.646707,-58.2,  232.5,          PiTiUiWi
        3536,    20699,  50.76,-58.1, 1.84,-86.0, 85.8, 10.6,       20698,    6.3,  50.76,-33.446754,153.646616,-58.1,  232.7,          Pi    Wi
        3537,    20705,  50.71,-58.1, 1.84,-86.0, 85.7, 10.7,       20705,    6.4,  50.71,-33.446770,153.646525,-58.1,  232.9,          PiTiUiWi
        3538,    20711,  50.66,-58.1, 1.84,-86.0, 85.5, 10.8,       20711,    6.4,  50.66,-33.446786,153.646434,-58.1,  233.0,          PiTiUiWi
        3539,    20718,  50.61,-58.1, 1.84,-86.0, 85.4, 10.9,       20718,    6.3,  50.61,-33.446800,153.646341,-58.1,  233.1,                Wi
        3540,    20724,  50.56,-58.1, 1.85,-86.0, 85.3, 11.0,       20724,    6.1,  50.56,-33.446810,153.646247,-58.1,  233.3,          PiTiUi  
        3541,    20730,  50.51,-58.2, 1.85,-86.0, 85.1, 11.0,       20730,    6.0,  50.51,-33.446816,153.646150,-58.2,  233.4,                  
        3542,    20736,  50.47,-58.2, 1.85,-86.0, 85.0, 11.1,       20736,    6.0,  50.47,-33.446819,153.646049,-58.2,  233.5,          PiTiUi  
        3543,    20742,  50.42,-58.2, 1.85,-86.0, 84.8, 11.2,       20742,    6.1,  50.42,-33.446817,153.645944,-58.2,  233.6,                  
        3544,    20748,  50.36,-58.2, 1.86,-86.0, 84.6, 11.3,       20748,    6.3,  50.36,-33.446812,153.645835,-58.2,  233.8,                  
        3545,    20754,  50.31,-58.2, 1.86,-86.0, 84.4, 11.4,       20754,    6.3,  50.31,-33.446806,153.645722,-58.2,  233.9,                  
        3546,    20761,  50.26,-58.2, 1.86,-86.0, 84.1, 11.5,       20761,    6.3,  50.26,-33.446804,153.645605,-58.2,  234.1,          PiTiUi  
        3547,    20767,  50.21,-58.1, 1.85,-85.9, 83.9, 11.6,       20767,    6.3,  50.21,-33.446808,153.645485,-58.1,  234.3,                  
        3548,    20773,  50.17,-58.1, 1.85,-85.9, 83.7, 11.8,       20773,    6.4,  50.17,-33.446820,153.645365,-58.1,  234.5,                  
        3549,    20780,  50.11,-58.1, 1.85,-85.9, 83.4, 11.9,       20780,    6.4,  50.11,-33.446840,153.645245,-58.1,  234.7,                  
        3550,    20786,  50.06,-58.0, 1.85,-85.9, 83.2, 12.0,       20786,    6.3,  50.06,-33.446865,153.645124,-58.0,  235.0,          PiTiUi  
        3551,    20792,  50.01,-58.0, 1.84,-85.9, 83.0, 12.0,       20792,    6.2,  50.01,-33.446893,153.645001,-58.0,  235.2,                  
        3552,    20798,  49.96,-58.0, 1.84,-85.9, 82.8, 12.1,       20799,    6.1,  49.96,-33.446924,153.644871,-58.0,  235.4,          PiTiUi  
        3553,    20805,  49.92,-58.0, 1.83,-85.9, 82.6, 12.2,       20805,    6.1,  49.92,-33.446952,153.644737,-58.0,  235.6,                  
        3554,    20811,  49.87,-58.0, 1.83,-85.9, 82.4, 12.3,       20811,    6.1,  49.87,-33.446975,153.644598,-58.0,  235.7,                  
        3555,    20817,  49.82,-57.9, 1.82,-85.9, 82.2, 12.4,       20817,    6.1,  49.82,-33.446992,153.644457,-57.9,  235.9,          PiTiUi  
        3556,    20823,  49.77,-57.9, 1.81,-85.9, 82.0, 12.4,       20823,    6.2,  49.77,-33.447003,153.644312,-57.9,  236.1,                  
        3557,    20829,  49.72,-57.9, 1.81,-85.9, 81.9, 12.5,       20829,    6.2,  49.72,-33.447010,153.644163,-57.9,  236.3,          PiTiUi  
        3558,    20835,  49.67,-57.9, 1.80,-85.9, 81.7, 12.6,       20835,    6.2,  49.67,-33.447016,153.644011,-57.9,  236.4,          PiTiUi  
        3559,    20842,  49.62,-57.9, 1.79,-85.9, 81.4, 12.7,       20842,    6.2,  49.62,-33.447021,153.643858,-57.9,  236.6,                  
        3560,    20848,  49.57,-57.9, 1.78,-86.0, 81.2, 12.8,       20848,    6.1,  49.57,-33.447029,153.643706,-57.9,  236.8,                  
        3561,    20854,  49.53,-57.8, 1.78,-86.0, 80.9, 12.9,       20854,    6.1,  49.53,-33.447041,153.643553,-57.8,  237.0,                  
        3562,    20860,  49.48,-57.8, 1.77,-86.0, 80.7, 12.9,       20860,    6.2,  49.48,-33.447060,153.643399,-57.8,  237.2,                  
        3563,    20866,  49.43,-57.8, 1.77,-86.0, 80.6, 13.0,       20866,    6.3,  49.43,-33.447085,153.643246,-57.8,  237.4,          PiTiUi  
        3564,    20873,  49.38,-57.8, 1.76,-86.0, 80.4, 13.0,       20872,    6.4,  49.38,-33.447117,153.643092,-57.8,  237.6,          PiTiUi  
        3565,    20879,  49.33,-57.8, 1.76,-86.0, 80.3, 13.1,       20879,    6.4,  49.33,-33.447155,153.642938,-57.8,  237.8,                  
        3566,    20885,  49.28,-57.7, 1.75,-85.9, 80.1, 13.1,       20885,    6.3,  49.28,-33.447196,153.642784,-57.7,  238.1,                  
        3567,    20891,  49.23,-57.6, 1.75,-85.9, 80.0, 13.2,       20891,    6.2,  49.23,-33.447238,153.642630,-57.6,  238.4,                  
        3568,    20897,  49.18,-57.5, 1.75,-85.8, 79.9, 13.2,       20897,    5.9,  49.18,-33.447276,153.642475,-57.5,  238.8,   fv     PiTiUi  
        3569,    20903,  49.14,-57.4, 1.74,-85.8, 79.8, 13.2,       20903,    5.7,  49.14,-33.447309,153.642324,-57.4,  239.2,          PiTiUi  
        3570,    20909,  49.10,-57.3, 1.74,-85.7, 79.7, 13.2,       20909,    5.6,  49.10,-33.447336,153.642175,-57.3,  239.5,                  
        3571,    20914,  49.05,-57.3, 1.74,-85.7, 79.7, 13.2,       20914,    5.6,  49.05,-33.447359,153.642029,-57.3,  239.8,                  
        3572,    20920,  49.01,-57.2, 1.74,-85.6, 79.6, 13.2,       20920,    5.7,  49.01,-33.447378,153.641888,-57.2,  240.1,          PiTiUi  
        3573,    20926,  48.96,-57.2, 1.74,-85.6, 79.6, 13.2,       20926,    5.7,  48.96,-33.447395,153.641751,-57.2,  240.3,          PiTiUi  
        3574,    20931,  48.92,-57.1, 1.74,-85.6, 79.6, 13.2,       20931,    5.8,  48.92,-33.447410,153.641618,-57.1,  240.5,          PiTiUi  
        3575,    20937,  48.88,-57.1, 1.74,-85.6, 79.5, 13.1,       20937,    5.9,  48.88,-33.447424,153.641487,-57.1,  240.7,                  
        3576,    20943,  48.83,-57.1, 1.74,-85.6, 79.5, 13.1,       20943,    6.1,  48.83,-33.447438,153.641359,-57.1,  240.8,          PiTiUi  
        3577,    20950,  48.78,-57.1, 1.74,-85.6, 79.5, 13.1,       20950,    6.2,  48.78,-33.447453,153.641231,-57.1,  240.9,                  
        3578,    20956,  48.73,-57.2, 1.75,-85.6, 79.6, 13.1,       20956,    6.3,  48.73,-33.447470,153.641103,-57.2,  241.0,          PiTiUi  
        3579,    20962,  48.68,-57.2, 1.75,-85.6, 79.6, 13.1,       20962,    6.3,  48.68,-33.447491,153.640973,-57.2,  241.1,          PiTiUi  
        3580,    20968,  48.64,-57.2, 1.75,-85.6, 79.6, 13.0,       20969,    6.2,  48.64,-33.447514,153.640840,-57.2,  241.2,          Pi      
        3581,    20974,  48.59,-57.2, 1.75,-85.6, 79.6, 13.0,       20975,    6.0,  48.59,-33.447541,153.640704,-57.2,  241.3,                  
