Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         182,      885, 916.54, 11.7,66.56,  5.7,298.6,  9.9,         885,    5.4, 916.54,-33.881702,154.348489, 12.8,   18.9,                  
         183,      890, 915.97, 11.7,66.70,  5.7,298.6,  9.8,         890,    5.3, 915.97,-33.881742,154.348580, 12.7,   18.9,                  
         184,      895, 915.39, 11.6,66.75,  5.6,298.6,  9.8,         895,    5.3, 915.39,-33.881783,154.348675, 12.7,   18.9,                  
         185,      901, 914.80, 11.5,66.71,  5.6,298.6,  9.9,         901,    5.1, 914.80,-33.881826,154.348770, 12.6,   18.9,                  
         186,      905, 914.26, 11.5,66.63,  5.5,298.5,  9.9,         906,    4.9, 914.26,-33.881868,154.348865, 12.6,   18.9,                  
         187,      910, 913.76, 11.5,66.67,  5.5,298.5,  9.9,         910,    4.7, 913.76,-33.881908,154.348960, 12.6,   19.0,                  
         188,      915, 913.29, 11.4,66.91,  5.5,298.5,  9.9,         915,    4.7, 913.29,-33.881946,154.349058, 12.5,   19.0,                  
         189,      920, 912.75, 11.4,67.30,  5.6,298.5,  9.9,         920,    5.1, 912.75,-33.881986,154.349159, 12.5,   18.9,                  
         190,      925, 912.12, 11.3,67.59,  5.6,298.5,  9.9,         925,    5.6, 912.12,-33.882030,154.349261, 12.4,   18.9,                  
         191,      932, 911.44, 11.3,67.69,  5.5,298.5,  9.9,         932,    6.0, 911.44,-33.882076,154.349362, 12.4,   19.0,                  
         192,      938, 910.74, 11.2,67.67,  5.5,298.5,  9.9,         938,    6.0, 910.74,-33.882122,154.349460, 12.3,   19.0,                  
         193,      943, 910.14, 11.2,67.53,  5.4,298.5,  9.9,         943,    5.6, 910.14,-33.882167,154.349555, 12.3,   19.0,                  
         194,      948, 909.60, 11.1,67.28,  5.3,298.5,  9.9,         948,    5.2, 909.60,-33.882211,154.349647, 12.2,   19.0,                  
         195,      953, 909.06, 11.1,66.82,  5.2,298.5,  9.9,         953,    5.0, 909.06,-33.882256,154.349736, 12.2,   19.0,                  
         196,      958, 908.52, 11.1,66.18,  5.0,298.5,  9.9,         958,    5.0, 908.52,-33.882301,154.349823, 12.1,   19.0,                  
         197,      963, 907.97, 11.1,65.65,  4.9,298.5,  9.9,         963,    5.1, 907.97,-33.882345,154.349909, 12.1,   19.0,                  
         198,      969, 907.39, 11.0,65.65,  4.8,298.6, 10.0,         969,    5.3, 907.39,-33.882387,154.349997, 12.0,   19.1,                  
         199,      974, 906.81, 11.0,66.00,  4.9,298.6, 10.0,         974,    5.4, 906.81,-33.882426,154.350088, 12.0,   19.0,                  
         200,      980, 906.20, 10.9,66.53,  4.9,298.6, 10.0,         980,    5.6, 906.20,-33.882466,154.350183, 11.9,   19.0,                  
         201,      985, 905.58, 10.8,67.22,  5.0,298.7, 10.0,         985,    5.6, 905.58,-33.882508,154.350279, 11.9,   19.0,                  
         202,      991, 904.95, 10.8,67.93,  5.1,298.7, 10.0,         991,    5.6, 904.95,-33.882550,154.350375, 11.8,   19.0,                  
         203,      997, 904.37, 10.7,68.21,  5.1,298.7, 10.0,         997,    5.6, 904.37,-33.882592,154.350473, 11.8,   19.0,                  
         204,     1002, 903.76, 10.7,68.18,  5.1,298.8, 10.0,        1002,    5.6, 903.76,-33.882635,154.350572, 11.7,   19.1,                  
         205,     1008, 903.14, 10.6,68.18,  5.0,298.8, 10.0,        1008,    5.6, 903.14,-33.882678,154.350671, 11.7,   19.1,                  
         206,     1014, 902.52, 10.6,68.28,  5.0,298.9, 10.0,        1014,    5.7, 902.52,-33.882722,154.350768, 11.6,   19.1,                  
         207,     1019, 901.91, 10.5,68.47,  5.0,299.0, 10.1,        1019,    5.8, 901.91,-33.882766,154.350864, 11.6,   19.1,                  
         208,     1025, 901.25, 10.5,68.58,  5.0,299.0, 10.1,        1025,    6.0, 901.25,-33.882808,154.350960, 11.5,   19.1,                  
         209,     1031, 900.58, 10.4,68.52,  4.9,299.1, 10.1,        1031,    6.1, 900.58,-33.882850,154.351056, 11.5,   19.1,                  
         210,     1037, 899.93, 10.4,68.33,  4.8,299.2, 10.1,        1038,    6.0, 899.93,-33.882893,154.351151, 11.4,   19.1,                  
         211,     1043, 899.31, 10.4,68.24,  4.8,299.3, 10.1,        1043,    5.8, 899.31,-33.882935,154.351245, 11.4,   19.1,                  
         212,     1049, 898.70, 10.3,68.19,  4.7,299.4, 10.2,        1049,    5.7, 898.70,-33.882976,154.351340, 11.4,   19.1,                  
         213,     1054, 898.09, 10.3,68.21,  4.7,299.4, 10.2,        1054,    5.5, 898.09,-33.883018,154.351435, 11.3,   19.2,                  
         214,     1060, 897.53, 10.2,68.26,  4.7,299.5, 10.2,        1060,    5.4, 897.53,-33.883063,154.351528, 11.3,   19.2,                  
         215,     1065, 896.95, 10.2,68.35,  4.6,299.6, 10.2,        1065,    5.4, 896.95,-33.883111,154.351621, 11.2,   19.2,                  
         216,     1071, 896.35, 10.1,68.50,  4.6,299.7, 10.3,        1071,    5.6, 896.35,-33.883159,154.351712, 11.2,   19.2,                  
         217,     1077, 895.74, 10.1,68.59,  4.6,299.8, 10.3,        1077,    5.8, 895.74,-33.883205,154.351804, 11.1,   19.2,                  
         218,     1083, 895.07, 10.0,68.60,  4.6,299.9, 10.3,        1083,    5.9, 895.07,-33.883250,154.351898, 11.1,   19.2,                  
         219,     1088, 894.43, 10.0,68.58,  4.5,300.0, 10.3,        1089,    5.9, 894.43,-33.883297,154.351993, 11.0,   19.2,                  
         220,     1094, 893.83, 10.0,68.63,  4.5,300.1, 10.4,        1094,    5.8, 893.83,-33.883343,154.352089, 11.0,   19.2,                  
         221,     1100, 893.21,  9.9,68.81,  4.5,300.1, 10.4,        1100,    5.6, 893.21,-33.883390,154.352185, 10.9,   19.3,                  
         222,     1105, 892.63,  9.9,69.11,  4.5,300.2, 10.4,        1105,    5.4, 892.63,-33.883437,154.352284, 10.9,   19.3,                  
         223,     1110, 892.09,  9.8,69.46,  4.5,300.3, 10.5,        1110,    5.3, 892.09,-33.883485,154.352385, 10.8,   19.2,                  
         224,     1116, 891.52,  9.8,69.80,  4.5,300.4, 10.5,        1116,    5.4, 891.52,-33.883535,154.352486, 10.8,   19.2,                  
         225,     1122, 890.91,  9.7,69.98,  4.5,300.4, 10.5,        1122,    5.6, 890.91,-33.883587,154.352586, 10.7,   19.2,                  
         226,     1127, 890.25,  9.7,69.83,  4.4,300.5, 10.5,        1127,    5.7, 890.25,-33.883638,154.352686, 10.7,   19.3,                  
         227,     1133, 889.64,  9.6,69.37,  4.3,300.6, 10.6,        1133,    5.6, 889.64,-33.883690,154.352785, 10.6,   19.3,                  
         228,     1138, 889.10,  9.6,68.94,  4.2,300.7, 10.6,        1138,    5.3, 889.10,-33.883743,154.352885, 10.6,   19.3,                  
         229,     1143, 888.55,  9.6,68.83,  4.1,300.7, 10.6,        1143,    5.2, 888.55,-33.883796,154.352982, 10.6,   19.3,                  
         230,     1149, 888.00,  9.5,69.02,  4.1,300.8, 10.6,        1149,    5.3, 888.00,-33.883847,154.353078, 10.5,   19.3,                  
         231,     1154, 887.40,  9.5,69.29,  4.2,300.9, 10.7,        1154,    5.4, 887.40,-33.883895,154.353175, 10.5,   19.3,                  
         232,     1160, 886.80,  9.4,69.53,  4.2,300.9, 10.7,        1160,    5.4, 886.80,-33.883941,154.353274, 10.4,   19.4,                  
         233,     1165, 886.23,  9.4,69.95,  4.2,301.0, 10.7,        1165,    5.4, 886.23,-33.883988,154.353376, 10.4,   19.4,                  
         234,     1170, 885.69,  9.3,70.51,  4.3,301.1, 10.7,        1170,    5.4, 885.69,-33.884037,154.353479, 10.3,   19.3,                  
         235,     1176, 885.09,  9.3,71.00,  4.3,301.2, 10.8,        1176,    5.6, 885.09,-33.884086,154.353582, 10.3,   19.3,                  
         236,     1182, 884.44,  9.2,71.27,  4.3,301.3, 10.8,        1182,    5.8, 884.44,-33.884134,154.353686, 10.2,   19.3,                  
         237,     1188, 883.81,  9.2,71.43,  4.3,301.4, 10.8,        1188,    5.9, 883.81,-33.884181,154.353790, 10.2,   19.3,                  
         238,     1194, 883.18,  9.1,71.65,  4.3,301.6, 10.8,        1194,    5.9, 883.18,-33.884231,154.353893, 10.1,   19.4,                  
         239,     1199, 882.58,  9.1,71.91,  4.3,301.7, 10.9,        1199,    5.7, 882.58,-33.884283,154.353992, 10.1,   19.4,                  
         240,     1205, 881.99,  9.0,72.06,  4.3,301.8, 10.9,        1205,    5.6, 881.99,-33.884334,154.354088, 10.0,   19.4,                  
         241,     1210, 881.39,  9.0,72.08,  4.2,302.0, 10.9,        1211,    5.5, 881.39,-33.884383,154.354184, 10.0,   19.4,                  
         242,     1216, 880.80,  8.9,72.09,  4.2,302.1, 10.9,        1216,    5.4, 880.80,-33.884431,154.354281,  9.9,   19.4,                  
         243,     1221, 880.26,  8.9,72.12,  4.1,302.3, 11.0,        1221,    5.3, 880.26,-33.884480,154.354379,  9.9,   19.4,                  
         244,     1226, 879.71,  8.8,72.19,  4.1,302.5, 11.0,        1226,    5.2, 879.71,-33.884530,154.354476,  9.8,   19.4,                  
         245,     1231, 879.17,  8.8,72.34,  4.1,302.6, 11.0,        1231,    5.2, 879.17,-33.884580,154.354573,  9.8,   19.4,                  
         246,     1237, 878.61,  8.8,72.55,  4.1,302.8, 11.0,        1237,    5.3, 878.61,-33.884630,154.354671,  9.8,   19.4,                  
         247,     1242, 878.03,  8.7,72.85,  4.1,303.0, 11.1,        1242,    5.5, 878.03,-33.884680,154.354770,  9.7,   19.4,                  
         248,     1248, 877.44,  8.6,73.12,  4.1,303.2, 11.1,        1248,    5.6, 877.44,-33.884732,154.354871,  9.7,   19.4,                  
         249,     1253, 876.82,  8.6,73.22,  4.1,303.4, 11.1,        1254,    5.6, 876.82,-33.884786,154.354975,  9.6,   19.4,                  
         250,     1259, 876.23,  8.6,73.10,  4.0,303.6, 11.1,        1259,    5.5, 876.23,-33.884840,154.355081,  9.6,   19.4,                  
         251,     1264, 875.69,  8.5,72.81,  3.9,303.8, 11.2,        1264,    5.3, 875.69,-33.884897,154.355187,  9.5,   19.5,                  
         252,     1269, 875.16,  8.5,72.55,  3.9,304.0, 11.2,        1269,    5.1, 875.16,-33.884957,154.355293,  9.5,   19.5,                  
         253,     1274, 874.62,  8.5,72.48,  3.8,304.2, 11.2,        1274,    5.1, 874.62,-33.885021,154.355396,  9.5,   19.5,                  
         254,     1280, 874.06,  8.5,72.61,  3.8,304.3, 11.3,        1280,    5.2, 874.06,-33.885085,154.355495,  9.4,   19.6,                  
         255,     1285, 873.48,  8.4,72.80,  3.8,304.5, 11.3,        1285,    5.2, 873.48,-33.885148,154.355590,  9.4,   19.6,                  
         256,     1290, 872.95,  8.4,72.86,  3.8,304.7, 11.3,        1290,    5.2, 872.95,-33.885207,154.355684,  9.4,   19.6,                  
         257,     1295, 872.42,  8.3,72.88,  3.8,304.9, 11.3,        1295,    5.1, 872.42,-33.885266,154.355781,  9.3,   19.6,                  
         258,     1300, 871.87,  8.3,73.06,  3.7,305.0, 11.4,        1300,    5.2, 871.87,-33.885326,154.355879,  9.3,   19.6,                  
         259,     1306, 871.31,  8.2,73.26,  3.7,305.2, 11.4,        1306,    5.3, 871.31,-33.885388,154.355977,  9.2,   19.6,                  
         260,     1311, 870.75,  8.2,73.44,  3.7,305.4, 11.4,        1311,    5.5, 870.75,-33.885450,154.356075,  9.2,   19.6,                  
         261,     1317, 870.14,  8.1,73.59,  3.7,305.5, 11.4,        1317,    5.6, 870.14,-33.885511,154.356175,  9.1,   19.6,                  
         262,     1322, 869.51,  8.1,73.74,  3.7,305.7, 11.5,        1323,    5.6, 869.51,-33.885571,154.356278,  9.1,   19.6,                  
         263,     1328, 868.96,  8.0,73.89,  3.7,305.8, 11.5,        1328,    5.3, 868.96,-33.885631,154.356384,  9.0,   19.6,                  
         264,     1333, 868.46,  8.0,74.00,  3.7,306.0, 11.5,        1333,    5.1, 868.46,-33.885693,154.356489,  9.0,   19.6,                  
         265,     1338, 867.95,  8.0,74.11,  3.7,306.1, 11.5,        1338,    5.1, 867.95,-33.885756,154.356591,  9.0,   19.6,                  
         266,     1343, 867.39,  7.9,74.28,  3.6,306.2, 11.5,        1343,    5.5, 867.39,-33.885819,154.356690,  8.9,   19.6,                  
         267,     1349, 866.72,  7.9,74.57,  3.7,306.4, 11.6,        1349,    5.8, 866.72,-33.885878,154.356791,  8.9,   19.7,                  
         268,     1355, 866.10,  7.8,74.82,  3.6,306.5, 11.6,        1355,    5.9, 866.10,-33.885937,154.356893,  8.8,   19.7,                  
         269,     1361, 865.49,  7.8,75.04,  3.6,306.6, 11.6,        1361,    5.8, 865.49,-33.885994,154.356998,  8.7,   19.7,                  
         270,     1366, 864.91,  7.7,75.15,  3.6,306.8, 11.6,        1366,    5.5, 864.91,-33.886050,154.357104,  8.7,   19.7,                  
         271,     1372, 864.37,  7.7,75.19,  3.6,306.9, 11.6,        1372,    5.4, 864.37,-33.886106,154.357208,  8.7,   19.7,                  
         272,     1377, 863.84,  7.6,75.46,  3.6,307.0, 11.6,        1377,    5.5, 863.84,-33.886164,154.357309,  8.6,   19.7,                  
         273,     1383, 863.23,  7.6,75.91,  3.6,307.1, 11.6,        1383,    5.9, 863.23,-33.886225,154.357407,  8.6,   19.7,                  
         274,     1389, 862.51,  7.5,76.25,  3.6,307.3, 11.6,        1389,    6.3, 862.51,-33.886291,154.357502,  8.5,   19.7,                  
         275,     1396, 861.81,  7.4,76.23,  3.5,307.4, 11.6,        1396,    6.2, 861.81,-33.886355,154.357594,  8.4,   19.7,                  
         276,     1401, 861.27,  7.4,75.78,  3.4,307.5, 11.6,        1401,    5.7, 861.27,-33.886418,154.357686,  8.4,   19.7,                  
         277,     1407, 860.74,  7.4,75.17,  3.3,307.6, 11.6,        1407,    5.3, 860.74,-33.886483,154.357783,  8.3,   19.7,                  
         278,     1412, 860.16,  7.4,75.16,  3.3,307.8, 11.5,        1412,    5.1, 860.16,-33.886555,154.357886,  8.3,   19.7,                  
         279,     1417, 859.65,  7.3,75.67,  3.3,307.9, 11.5,        1417,    5.0, 859.65,-33.886632,154.357991,  8.3,   19.8,                  
         280,     1422, 859.16,  7.3,76.19,  3.4,308.0, 11.5,        1422,    5.2, 859.16,-33.886711,154.358096,  8.2,   19.8,                  
         281,     1427, 858.55,  7.2,76.54,  3.4,308.2, 11.5,        1427,    5.5, 858.55,-33.886787,154.358201,  8.2,   19.8,                  
         282,     1433, 857.94,  7.1,76.48,  3.3,308.3, 11.4,        1433,    5.6, 857.94,-33.886858,154.358305,  8.1,   19.8,                  
         283,     1439, 857.38,  7.1,75.97,  3.2,308.4, 11.4,        1439,    5.6, 857.38,-33.886926,154.358406,  8.1,   19.8,                  
         284,     1444, 856.82,  7.1,75.68,  3.1,308.6, 11.4,        1444,    5.4, 856.82,-33.886991,154.358505,  8.0,   19.8,                  
         285,     1449, 856.26,  7.0,75.82,  3.1,308.7, 11.3,        1449,    5.3, 856.26,-33.887052,154.358600,  8.0,   19.8,                  
         286,     1455, 855.69,  7.0,76.01,  3.1,308.8, 11.3,        1455,    5.2, 855.69,-33.887109,154.358694,  7.9,   19.8,                  
         287,     1460, 855.17,  6.9,76.28,  3.1,309.0, 11.2,        1460,    5.0, 855.17,-33.887165,154.358789,  7.9,   19.8,                  
         288,     1465, 854.69,  6.9,76.66,  3.1,309.1, 11.2,        1465,    5.0, 854.69,-33.887222,154.358887,  7.8,   19.8,                  
         289,     1470, 854.16,  6.8,76.82,  3.1,309.2, 11.1,        1470,    5.1, 854.16,-33.887282,154.358984,  7.8,   19.8,                  
         290,     1475, 853.59,  6.8,76.99,  3.0,309.4, 11.0,        1475,    5.3, 853.59,-33.887343,154.359079,  7.7,   19.8,                  
         291,     1481, 853.01,  6.7,77.26,  3.0,309.5, 11.0,        1481,    5.5, 853.01,-33.887403,154.359171,  7.7,   19.8,                  
         292,     1486, 852.44,  6.7,77.33,  3.0,309.7, 10.9,        1486,    5.4, 852.44,-33.887461,154.359262,  7.6,   19.8,                  
         293,     1491, 851.91,  6.6,77.27,  2.9,309.8, 10.8,        1491,    5.3, 851.91,-33.887519,154.359350,  7.6,   19.8,                  
         294,     1497, 851.37,  6.6,77.37,  2.9,310.0, 10.8,        1497,    5.2, 851.37,-33.887580,154.359438,  7.5,   19.8,                  
         295,     1502, 850.83,  6.5,77.59,  2.9,310.1, 10.7,        1502,    5.3, 850.83,-33.887643,154.359525,  7.5,   19.8,                  
         296,     1507, 850.28,  6.5,77.83,  2.9,310.2, 10.6,        1507,    5.4, 850.28,-33.887708,154.359609,  7.4,   19.8,TU                
         297,     1513, 849.70,  6.4,77.86,  2.9,310.4, 10.6,        1513,    5.5, 849.70,-33.887773,154.359694,  7.4,   19.8,                  
         298,     1518, 849.11,  6.4,77.58,  2.8,310.5, 10.5,        1518,    5.5, 849.11,-33.887839,154.359778,  7.4,   19.9,                  
         299,     1524, 848.55,  6.4,77.26,  2.7,310.6, 10.4,        1524,    5.4, 848.55,-33.887904,154.359860,  7.3,   19.9,                  
         300,     1529, 848.01,  6.4,76.86,  2.6,310.7, 10.4,        1529,    5.2, 848.01,-33.887967,154.359940,  7.3,   19.9,                  
         301,     1534, 847.50,  6.4,76.37,  2.5,310.8, 10.3,        1534,    5.1, 847.50,-33.888027,154.360021,  7.3,   19.9,                  
         302,     1539, 847.00,  6.3,76.15,  2.5,310.9, 10.2,        1539,    5.0, 847.00,-33.888088,154.360106,  7.2,   20.0,                  
         303,     1544, 846.45,  6.3,76.24,  2.4,310.9, 10.2,        1544,    5.1, 846.45,-33.888151,154.360193,  7.2,   20.0,                  
         304,     1549, 845.91,  6.3,76.25,  2.4,311.0, 10.1,        1549,    5.1, 845.91,-33.888216,154.360278,  7.2,   20.0,                  
         305,     1554, 845.41,  6.2,76.24,  2.4,311.0, 10.0,        1554,    5.2, 845.41,-33.888280,154.360361,  7.2,   20.0,                  
         306,     1560, 844.85,  6.2,76.31,  2.4,311.0, 10.0,        1560,    5.4, 844.85,-33.888342,154.360443,  7.1,   20.1,  d v             
         307,     1565, 844.24,  6.2,76.31,  2.3,310.9,  9.9,        1565,    5.6, 844.24,-33.888402,154.360525,  7.1,   20.1,                  
         308,     1571, 843.66,  6.1,76.31,  2.3,310.9,  9.8,        1571,    5.7, 843.66,-33.888461,154.360606,  7.0,   20.1,                  
