Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        2717,    13061, 167.16,-53.4, 2.22,-81.3,251.2, 24.8,       13061,    4.0, 167.16,-33.494955,154.965934,-53.4,   94.0,                  
        2718,    13065, 167.06,-53.4, 2.23,-81.3,251.1, 24.7,       13065,    4.0, 167.06,-33.494884,154.966185,-53.4,   94.1,                  
        2719,    13069, 166.95,-53.4, 2.24,-81.3,251.1, 24.6,       13069,    4.1, 166.95,-33.494815,154.966436,-53.4,   94.1,                  
        2720,    13073, 166.84,-53.5, 2.25,-81.3,251.0, 24.5,       13073,    4.1, 166.84,-33.494745,154.966686,-53.5,   94.2,                  
        2721,    13077, 166.74,-53.5, 2.27,-81.2,250.9, 24.4,       13077,    4.1, 166.74,-33.494674,154.966936,-53.5,   94.2,                  
        2722,    13081, 166.64,-53.5, 2.28,-81.2,250.9, 24.3,       13081,    4.1, 166.64,-33.494602,154.967184,-53.5,   94.3,                  
        2723,    13085, 166.53,-53.5, 2.29,-81.2,250.8, 24.2,       13085,    4.2, 166.53,-33.494531,154.967428,-53.5,   94.3,                  
        2724,    13090, 166.41,-53.5, 2.29,-81.2,250.7, 24.2,       13090,    4.3, 166.41,-33.494460,154.967669,-53.5,   94.4,                  
        2725,    13094, 166.30,-53.5, 2.30,-81.2,250.6, 24.1,       13094,    4.2, 166.30,-33.494390,154.967906,-53.5,   94.4,                  
        2726,    13098, 166.20,-53.5, 2.30,-81.2,250.6, 24.0,       13098,    4.1, 166.20,-33.494322,154.968140,-53.5,   94.5,                  
        2727,    13102, 166.09,-53.5, 2.31,-81.2,250.5, 24.0,       13102,    4.1, 166.09,-33.494253,154.968372,-53.5,   94.5,                  
        2728,    13106, 165.99,-53.6, 2.32,-81.2,250.4, 23.9,       13106,    4.0, 165.99,-33.494184,154.968604,-53.6,   94.6,                  
        2729,    13110, 165.89,-53.6, 2.33,-81.1,250.3, 23.9,       13110,    4.1, 165.89,-33.494114,154.968835,-53.6,   94.6,                  
        2730,    13114, 165.78,-53.6, 2.34,-81.1,250.3, 23.8,       13114,    4.2, 165.78,-33.494044,154.969070,-53.6,   94.6,          Pi      
        2731,    13118, 165.67,-53.6, 2.34,-81.1,250.3, 23.8,       13118,    4.1, 165.67,-33.493973,154.969305,-53.6,   94.7,                  
        2732,    13122, 165.57,-53.6, 2.35,-81.1,250.2, 23.8,       13122,    4.0, 165.57,-33.493902,154.969541,-53.6,   94.7,                  
        2733,    13126, 165.47,-53.6, 2.36,-81.1,250.2, 23.7,       13126,    3.9, 165.47,-33.493831,154.969777,-53.6,   94.8,                  
        2734,    13130, 165.37,-53.6, 2.36,-81.1,250.1, 23.7,       13130,    3.9, 165.37,-33.493758,154.970012,-53.6,   94.8,                  
        2735,    13134, 165.27,-53.6, 2.37,-81.1,250.1, 23.7,       13134,    4.0, 165.27,-33.493685,154.970248,-53.6,   94.9,                  
        2736,    13138, 165.16,-53.6, 2.38,-81.0,250.1, 23.7,       13138,    4.0, 165.16,-33.493609,154.970485,-53.6,   95.0,                  
        2737,    13142, 165.06,-53.6, 2.39,-81.0,250.1, 23.6,       13142,    4.0, 165.06,-33.493531,154.970723,-53.6,   95.1,                  
        2738,    13146, 164.96,-53.6, 2.41,-81.0,250.1, 23.6,       13146,    3.8, 164.96,-33.493450,154.970961,-53.6,   95.1,                  
        2739,    13149, 164.87,-53.6, 2.42,-80.9,250.1, 23.6,       13149,    3.6, 164.87,-33.493368,154.971203,-53.6,   95.2,                  
        2740,    13153, 164.78,-53.6, 2.43,-80.9,250.1, 23.6,       13153,    3.5, 164.78,-33.493285,154.971448,-53.6,   95.2,                  
        2741,    13156, 164.69,-53.7, 2.43,-80.9,250.2, 23.6,       13156,    3.4, 164.69,-33.493200,154.971695,-53.7,   95.2,          PiTiUi  
        2742,    13160, 164.60,-53.7, 2.43,-81.0,250.2, 23.6,       13160,    3.5, 164.60,-33.493116,154.971943,-53.7,   95.2,                  
        2743,    13163, 164.51,-53.7, 2.43,-81.0,250.2, 23.6,       13163,    3.5, 164.51,-33.493033,154.972188,-53.7,   95.2,                  
        2744,    13167, 164.42,-53.7, 2.43,-81.0,250.3, 23.6,       13167,    3.7, 164.42,-33.492954,154.972430,-53.7,   95.2,                  
        2745,    13171, 164.32,-53.8, 2.42,-81.0,250.4, 23.6,       13171,    3.9, 164.32,-33.492880,154.972667,-53.8,   95.3,                  
        2746,    13175, 164.21,-53.8, 2.41,-81.1,250.5, 23.6,       13175,    4.1, 164.21,-33.492809,154.972898,-53.8,   95.3,                  
        2747,    13179, 164.11,-53.8, 2.41,-81.1,250.5, 23.6,       13179,    4.2, 164.11,-33.492740,154.973127,-53.8,   95.4,          Pi      
        2748,    13183, 164.00,-53.8, 2.40,-81.1,250.6, 23.6,       13183,    4.1, 164.00,-33.492673,154.973354,-53.8,   95.4,                  
        2749,    13187, 163.90,-53.9, 2.40,-81.2,250.6, 23.6,       13187,    3.9, 163.90,-33.492605,154.973582,-53.9,   95.4,          PiTiUi  
        2750,    13191, 163.81,-53.9, 2.40,-81.2,250.7, 23.6,       13191,    3.7, 163.81,-33.492538,154.973813,-53.9,   95.4,                  
        2751,    13195, 163.72,-53.8, 2.40,-81.1,250.8, 23.6,       13195,    3.6, 163.72,-33.492471,154.974046,-53.8,   95.5,                  
        2752,    13198, 163.63,-53.8, 2.40,-81.1,250.9, 23.6,       13198,    3.6, 163.63,-33.492405,154.974281,-53.8,   95.6,                  
        2753,    13202, 163.53,-53.8, 2.40,-81.1,251.0, 23.6,       13202,    3.6, 163.53,-33.492340,154.974517,-53.8,   95.7,                  
        2754,    13205, 163.44,-53.8, 2.41,-81.1,251.1, 23.6,       13205,    3.7, 163.44,-33.492275,154.974753,-53.8,   95.8,                  
        2755,    13209, 163.34,-53.7, 2.41,-81.1,251.2, 23.6,       13209,    3.8, 163.34,-33.492212,154.974989,-53.7,   95.9,                  
        2756,    13213, 163.24,-53.7, 2.42,-81.0,251.3, 23.6,       13213,    3.8, 163.24,-33.492149,154.975226,-53.7,   96.0,                  
        2757,    13217, 163.15,-53.8, 2.42,-81.0,251.4, 23.6,       13217,    3.6, 163.15,-33.492087,154.975465,-53.8,   96.0,                  
        2758,    13220, 163.07,-53.8, 2.42,-81.1,251.5, 23.6,       13220,    3.5, 163.07,-33.492027,154.975708,-53.8,   96.1,                  
        2759,    13224, 162.98,-53.8, 2.40,-81.1,251.7, 23.6,       13224,    3.6, 162.98,-33.491968,154.975955,-53.8,   96.1,                  
        2760,    13227, 162.87,-53.7, 2.39,-81.1,251.8, 23.7,       13228,    3.7, 162.87,-33.491910,154.976204,-53.7,   96.2,                  
        2761,    13231, 162.78,-53.7, 2.37,-81.2,251.9, 23.7,       13231,    3.7, 162.78,-33.491849,154.976454,-53.7,   96.3,                  
        2762,    13235, 162.70,-53.8, 2.35,-81.2,252.0, 23.7,       13235,    3.7, 162.70,-33.491785,154.976703,-53.8,   96.3,                  
        2763,    13239, 162.60,-53.8, 2.34,-81.3,252.1, 23.7,       13239,    3.8, 162.60,-33.491716,154.976953,-53.8,   96.3,                  
        2764,    13242, 162.50,-53.8, 2.33,-81.3,252.1, 23.7,       13242,    3.9, 162.50,-33.491645,154.977202,-53.8,   96.4,          PiTiUi  
        2765,    13246, 162.40,-53.8, 2.33,-81.3,252.2, 23.7,       13246,    3.9, 162.40,-33.491572,154.977449,-53.8,   96.4,          PiTiUi  
        2766,    13250, 162.30,-53.8, 2.33,-81.3,252.3, 23.7,       13250,    3.9, 162.30,-33.491498,154.977695,-53.8,   96.5,                  
        2767,    13254, 162.20,-53.8, 2.32,-81.4,252.3, 23.8,       13254,    3.9, 162.20,-33.491423,154.977937,-53.8,   96.5,                  
        2768,    13258, 162.11,-53.9, 2.31,-81.4,252.4, 23.8,       13258,    3.8, 162.11,-33.491351,154.978177,-53.9,   96.6,                  
        2769,    13262, 162.02,-53.9, 2.31,-81.4,252.5, 23.8,       13262,    3.7, 162.02,-33.491284,154.978412,-53.9,   96.6,                  
        2770,    13265, 161.92,-53.8, 2.31,-81.4,252.6, 23.8,       13265,    3.5, 161.92,-33.491221,154.978646,-53.8,   96.7,                  
        2771,    13268, 161.84,-53.8, 2.31,-81.4,252.7, 23.8,       13269,    3.3, 161.84,-33.491158,154.978879,-53.8,   96.8,                  
        2772,    13272, 161.76,-53.8, 2.30,-81.4,252.8, 23.9,       13272,    3.2, 161.76,-33.491095,154.979114,-53.8,   96.9,                  
        2773,    13275, 161.68,-53.8, 2.29,-81.4,252.8, 23.9,       13275,    3.2, 161.68,-33.491031,154.979356,-53.8,   97.0,                  
        2774,    13278, 161.60,-53.7, 2.27,-81.4,252.9, 23.9,       13278,    3.3, 161.60,-33.490965,154.979604,-53.7,   97.2,                  
        2775,    13281, 161.51,-53.6, 2.25,-81.4,253.0, 23.9,       13281,    3.4, 161.51,-33.490899,154.979857,-53.6,   97.4,                  
        2776,    13285, 161.43,-53.5, 2.23,-81.3,253.1, 23.9,       13285,    3.5, 161.43,-33.490835,154.980110,-53.5,   97.6,                  
        2777,    13289, 161.34,-53.4, 2.22,-81.3,253.1, 23.9,       13289,    3.7, 161.34,-33.490773,154.980362,-53.4,   97.8,                  
        2778,    13293, 161.24,-53.4, 2.22,-81.4,253.2, 23.9,       13292,    3.9, 161.24,-33.490715,154.980612,-53.4,   97.8,                  
        2779,    13297, 161.14,-53.5, 2.21,-81.4,253.3, 23.9,       13296,    4.0, 161.14,-33.490659,154.980860,-53.4,   97.9,                  
        2780,    13301, 161.04,-53.5, 2.21,-81.4,253.3, 23.9,       13301,    4.0, 161.04,-33.490603,154.981105,-53.5,   97.9,                  
        2781,    13305, 160.94,-53.5, 2.21,-81.4,253.4, 23.9,       13305,    4.0, 160.94,-33.490546,154.981348,-53.5,   98.0,                  
        2782,    13308, 160.84,-53.4, 2.20,-81.4,253.4, 23.9,       13308,    3.8, 160.84,-33.490488,154.981593,-53.4,   98.1,                  
        2783,    13312, 160.75,-53.4, 2.21,-81.3,253.5, 23.9,       13312,    3.6, 160.75,-33.490431,154.981841,-53.4,   98.2,                  
        2784,    13315, 160.67,-53.4, 2.21,-81.3,253.5, 23.9,       13315,    3.4, 160.67,-33.490372,154.982090,-53.4,   98.3,                  
        2785,    13319, 160.59,-53.3, 2.21,-81.3,253.6, 23.9,       13319,    3.3, 160.59,-33.490312,154.982340,-53.3,   98.4,                  
        2786,    13322, 160.50,-53.4, 2.22,-81.3,253.6, 23.9,       13322,    3.5, 160.50,-33.490248,154.982591,-53.4,   98.5,                  
        2787,    13326, 160.41,-53.4, 2.22,-81.3,253.6, 23.9,       13326,    3.7, 160.41,-33.490183,154.982845,-53.4,   98.5,                  
        2788,    13330, 160.31,-53.4, 2.23,-81.3,253.7, 23.8,       13330,    3.8, 160.31,-33.490118,154.983101,-53.4,   98.5,                  
        2789,    13333, 160.22,-53.4, 2.25,-81.3,253.7, 23.8,       13333,    3.9, 160.22,-33.490052,154.983359,-53.4,   98.5,                  
        2790,    13337, 160.11,-53.5, 2.26,-81.2,253.7, 23.8,       13337,    3.9, 160.11,-33.489988,154.983616,-53.5,   98.6,                  
        2791,    13341, 160.02,-53.5, 2.27,-81.2,253.7, 23.8,       13341,    3.7, 160.02,-33.489927,154.983869,-53.5,   98.6,                  
        2792,    13345, 159.94,-53.5, 2.27,-81.2,253.7, 23.7,       13345,    3.7, 159.94,-33.489870,154.984117,-53.5,   98.6,                  
        2793,    13348, 159.84,-53.5, 2.28,-81.2,253.7, 23.7,       13348,    3.7, 159.84,-33.489817,154.984360,-53.5,   98.7,          Pi      
        2794,    13352, 159.75,-53.5, 2.27,-81.2,253.7, 23.7,       13352,    3.8, 159.75,-33.489765,154.984600,-53.5,   98.7,                  
        2795,    13356, 159.65,-53.5, 2.27,-81.2,253.7, 23.6,       13356,    3.8, 159.65,-33.489713,154.984835,-53.5,   98.8,                  
        2796,    13360, 159.56,-53.5, 2.26,-81.2,253.7, 23.6,       13360,    3.7, 159.56,-33.489660,154.985068,-53.5,   98.9,                  
        2797,    13364, 159.47,-53.5, 2.25,-81.3,253.7, 23.6,       13364,    3.8, 159.47,-33.489607,154.985302,-53.5,   99.0,                  
        2798,    13367, 159.37,-53.5, 2.25,-81.3,253.6, 23.5,       13367,    3.8, 159.37,-33.489554,154.985537,-53.5,   99.0,                  
        2799,    13371, 159.27,-53.5, 2.24,-81.3,253.6, 23.5,       13371,    3.9, 159.27,-33.489497,154.985775,-53.5,   99.1,                  
        2800,    13375, 159.18,-53.5, 2.24,-81.3,253.6, 23.4,       13375,    4.1, 159.18,-33.489436,154.986016,-53.5,   99.1,                  
        2801,    13380, 159.07,-53.5, 2.24,-81.3,253.6, 23.4,       13380,    4.2, 159.07,-33.489371,154.986258,-53.5,   99.2,                  
        2802,    13384, 158.97,-53.5, 2.24,-81.3,253.6, 23.3,       13384,    4.3, 158.97,-33.489305,154.986502,-53.5,   99.2,                  
        2803,    13388, 158.86,-53.5, 2.25,-81.3,253.5, 23.3,       13388,    4.2, 158.86,-33.489237,154.986747,-53.5,   99.3,                  
        2804,    13392, 158.76,-53.6, 2.27,-81.3,253.5, 23.2,       13392,    4.1, 158.76,-33.489170,154.986990,-53.6,   99.3,                  
        2805,    13396, 158.67,-53.6, 2.28,-81.3,253.5, 23.2,       13396,    3.9, 158.67,-33.489104,154.987233,-53.6,   99.3,                  
        2806,    13400, 158.57,-53.6, 2.30,-81.3,253.5, 23.1,       13400,    3.8, 158.57,-33.489041,154.987476,-53.6,   99.3,                  
        2807,    13404, 158.48,-53.6, 2.31,-81.2,253.5, 23.1,       13404,    3.7, 158.48,-33.488982,154.987717,-53.6,   99.3,                  
        2808,    13407, 158.39,-53.7, 2.31,-81.3,253.5, 23.0,       13407,    3.7, 158.39,-33.488925,154.987957,-53.7,   99.3,                  
        2809,    13411, 158.30,-53.7, 2.32,-81.3,253.5, 23.0,       13411,    3.7, 158.30,-33.488868,154.988193,-53.7,   99.3,                  
        2810,    13415, 158.20,-53.7, 2.32,-81.3,253.5, 22.9,       13415,    3.9, 158.20,-33.488811,154.988428,-53.7,   99.4,                  
        2811,    13419, 158.10,-53.8, 2.32,-81.3,253.5, 22.9,       13419,    4.0, 158.10,-33.488754,154.988661,-53.8,   99.4,                  
        2812,    13423, 157.99,-53.8, 2.33,-81.3,253.6, 22.9,       13423,    4.2, 157.99,-33.488697,154.988892,-53.8,   99.4,                  
        2813,    13427, 157.89,-53.8, 2.33,-81.3,253.6, 22.8,       13427,    4.1, 157.89,-33.488638,154.989121,-53.8,   99.4,                  
        2814,    13431, 157.79,-53.8, 2.32,-81.4,253.7, 22.8,       13431,    4.1, 157.79,-33.488579,154.989351,-53.8,   99.5,                  
        2815,    13435, 157.70,-53.9, 2.31,-81.4,253.7, 22.7,       13435,    4.0, 157.70,-33.488521,154.989581,-53.9,   99.5,                  
        2816,    13439, 157.60,-53.9, 2.30,-81.4,253.8, 22.7,       13439,    4.0, 157.60,-33.488465,154.989811,-53.9,   99.5,  d v             
        2817,    13443, 157.50,-53.9, 2.29,-81.5,253.8, 22.6,       13443,    4.0, 157.50,-33.488408,154.990041,-53.9,   99.6,                  
        2818,    13447, 157.40,-53.9, 2.29,-81.5,253.9, 22.6,       13447,    4.0, 157.40,-33.488351,154.990271,-53.9,   99.6,                  
        2819,    13451, 157.30,-53.9, 2.29,-81.5,254.0, 22.5,       13451,    4.0, 157.30,-33.488294,154.990502,-53.9,   99.7,                  
        2820,    13455, 157.21,-53.9, 2.29,-81.5,254.1, 22.5,       13455,    3.9, 157.21,-33.488236,154.990736,-53.9,   99.7,                  
        2821,    13459, 157.12,-53.9, 2.30,-81.5,254.2, 22.4,       13459,    3.8, 157.12,-33.488178,154.990970,-53.9,   99.8,                  
        2822,    13463, 157.02,-53.9, 2.31,-81.4,254.3, 22.4,       13463,    3.7, 157.02,-33.488120,154.991204,-53.9,   99.9,                  
        2823,    13466, 156.94,-53.9, 2.33,-81.4,254.4, 22.3,       13466,    3.6, 156.94,-33.488063,154.991438,-53.9,  100.0,                  
        2824,    13470, 156.86,-53.9, 2.34,-81.4,254.6, 22.2,       13470,    3.6, 156.86,-33.488008,154.991671,-53.9,  100.0,                  
        2825,    13473, 156.77,-53.9, 2.34,-81.3,254.7, 22.2,       13473,    3.8, 156.77,-33.487953,154.991904,-53.9,  100.1,                  
        2826,    13478, 156.66,-53.9, 2.34,-81.4,254.8, 22.1,       13478,    4.0, 156.66,-33.487897,154.992135,-53.9,  100.1,                  
        2827,    13482, 156.56,-53.9, 2.34,-81.4,255.0, 22.1,       13482,    4.1, 156.56,-33.487840,154.992366,-53.9,  100.1,                  
        2828,    13486, 156.46,-54.0, 2.33,-81.4,255.1, 22.0,       13486,    4.0, 156.46,-33.487784,154.992595,-54.0,  100.2,                  
        2829,    13489, 156.37,-54.0, 2.33,-81.4,255.3, 21.9,       13489,    3.9, 156.37,-33.487730,154.992824,-54.0,  100.2,                  
        2830,    13493, 156.28,-54.0, 2.32,-81.5,255.4, 21.9,       13493,    3.8, 156.28,-33.487678,154.993053,-54.0,  100.2,                  
        2831,    13497, 156.18,-54.0, 2.30,-81.5,255.6, 21.8,       13497,    3.8, 156.18,-33.487627,154.993283,-54.0,  100.3,                  
        2832,    13501, 156.10,-54.0, 2.29,-81.6,255.7, 21.7,       13501,    3.8, 156.10,-33.487579,154.993513,-54.0,  100.3,                  
        2833,    13505, 156.00,-54.0, 2.28,-81.6,255.9, 21.6,       13505,    3.9, 156.00,-33.487535,154.993744,-54.0,  100.4,                  
        2834,    13509, 155.90,-54.0, 2.26,-81.6,256.1, 21.5,       13509,    4.1, 155.90,-33.487495,154.993974,-54.0,  100.6,                  
        2835,    13513, 155.79,-53.9, 2.25,-81.6,256.2, 21.5,       13513,    4.3, 155.79,-33.487456,154.994199,-53.9,  100.7,                  
        2836,    13517, 155.69,-53.9, 2.24,-81.6,256.4, 21.4,       13518,    4.3, 155.69,-33.487416,154.994419,-53.9,  100.8,                  
        2837,    13522, 155.59,-53.9, 2.23,-81.6,256.6, 21.3,       13522,    4.2, 155.59,-33.487376,154.994636,-53.9,  100.9,                  
        2838,    13526, 155.49,-53.8, 2.22,-81.6,256.8, 21.2,       13526,    4.1, 155.49,-33.487335,154.994851,-53.8,  101.0,                  
        2839,    13530, 155.39,-53.8, 2.21,-81.6,256.9, 21.1,       13530,    4.0, 155.39,-33.487295,154.995067,-53.8,  101.1,                  
        2840,    13534, 155.29,-53.8, 2.21,-81.7,257.1, 21.0,       13534,    4.1, 155.29,-33.487254,154.995285,-53.8,  101.2,                  
        2841,    13538, 155.19,-53.8, 2.20,-81.7,257.3, 21.0,       13538,    4.1, 155.19,-33.487213,154.995503,-53.8,  101.3,                  
